household_id,travel_mode,purpose,fueltype,faretype,bus_scale,travel_year,travel_month,day_of_week,age,female,driving_license,car_ownership,distance,dur_walking,dur_cycling,dur_pt_total,pt_n_interchanges,dur_driving,cost_transit,cost_driving_total,start_time
12,3,3,1,1,0,2012,4,7,12,1,0,1,424,0.109166667,0.053888889,0.076944444,0,0.032222222,0.0,0.09,19
12,3,3,1,1,0,2012,4,7,12,1,0,1,424,0.113055556,0.031666667,0.077222222,0,0.017222222,0.0,0.06,19
13,2,3,4,4,2,2012,4,7,54,1,0,1,2419,0.6625,0.2325,0.246388889,0,0.193611111,1.5,0.57,12
13,2,3,4,4,2,2012,4,7,54,1,0,1,2395,0.608333333,0.230555556,0.133888889,0,0.233055556,1.5,0.61,14
13,2,3,4,4,2,2012,4,7,54,1,0,1,3355,0.921388889,0.288611111,0.538888889,1,0.251388889,3.9,0.7,17
13,3,3,4,4,2,2012,4,7,54,1,0,1,3355,0.876944444,0.240833333,0.424166667,0,0.2125,1.5,0.67,21
13,3,3,4,3,0,2012,4,7,64,0,1,1,12645,2.920277778,0.924722222,0.963888889,3,0.556111111,0.0,1.95,9
13,3,3,4,3,0,2012,4,7,64,0,1,1,12645,2.921111111,0.918611111,0.963055556,2,0.693888889,0.0,2.08,12
13,2,3,4,3,0,2012,4,7,64,0,1,1,14386,3.354722222,1.016944444,0.895555556,2,0.926666667,0.0,2.47,14
13,2,4,4,3,0,2012,4,7,64,0,1,1,14470,3.338888889,1.082222222,1.093611111,2,0.863888889,0.0,2.6,18
13,3,4,4,3,0,2012,4,7,64,0,1,1,1463,0.346111111,0.100277778,0.158055556,0,0.091388889,0.0,0.25,21
13,3,3,4,3,0,2012,4,7,64,0,1,1,3355,0.876944444,0.240833333,0.424166667,0,0.206944444,0.0,0.67,22
13,2,3,4,4,2,2012,4,7,19,0,0,1,12835,3.001388889,0.96,1.218888889,2,0.514166667,4.3,1.96,8
13,3,3,4,4,2,2012,4,7,19,0,0,1,12835,2.996944444,0.9725,1.248055556,3,0.716944444,6.0,2.16,12
13,2,3,4,4,2,2012,4,7,19,0,0,1,3371,0.842777778,0.3125,0.309722222,0,0.2425,2.4,0.72,15
13,2,3,4,4,2,2012,4,7,19,0,0,1,3371,0.8075,0.262222222,0.294722222,0,0.213333333,2.4,0.61,21
22,0,3,4,4,2,2012,4,7,42,1,1,2,1304,0.365,0.109722222,0.292777778,0,0.095277778,1.5,0.26,11
22,2,4,4,4,2,2012,4,7,42,1,1,2,18756,3.982777778,1.175,1.131388889,2,0.508888889,5.8,2.63,22
22,3,3,4,4,2,2012,4,7,42,1,1,2,4993,1.306111111,0.391388889,0.685555556,1,0.236111111,3.0,0.87,23
22,0,3,4,4,2,2012,4,7,42,0,1,2,1304,0.365,0.109722222,0.292777778,0,0.095277778,1.5,0.26,11
22,3,3,4,4,2,2012,4,7,42,0,1,2,4807,1.16,0.318055556,0.531666667,0,0.231111111,1.5,0.83,14
22,3,3,4,4,2,2012,4,7,42,0,1,2,4807,1.157222222,0.328333333,0.5325,0,0.210833333,1.5,0.8,15
22,2,4,1,3,0,2012,4,7,12,1,0,2,19315,4.121388889,1.199722222,1.1875,2,0.506666667,0.0,2.42,22
22,3,3,1,3,0,2012,4,7,12,1,0,2,5077,1.254722222,0.380555556,0.687222222,1,0.221111111,0.0,0.71,23
26,3,3,4,3,0,2012,4,1,61,0,1,2,3065,0.816666667,0.258611111,0.300833333,0,0.207222222,0.0,0.61,9
26,3,4,4,3,0,2012,4,1,61,0,1,2,1424,0.3975,0.204166667,0.212222222,0,0.117222222,0.0,0.37,10
26,3,4,4,3,0,2012,4,1,61,0,1,2,3594,0.905,0.281111111,0.556666667,1,0.193888889,0.0,0.7,11
26,3,1,4,3,0,2012,4,1,61,0,1,2,961,0.241666667,0.055,0.208333333,0,0.056111111,0.0,0.19,0
26,3,3,4,4,2,2012,4,1,59,1,1,2,2016,0.462222222,0.145,0.261666667,0,0.075555556,1.5,0.28,11
26,3,3,4,4,2,2012,4,1,59,1,1,2,2016,0.450833333,0.136388889,0.223055556,0,0.082777778,1.5,0.29,13
26,3,3,4,4,2,2012,4,1,59,1,1,2,2016,0.462222222,0.145,0.261666667,0,0.085833333,1.5,0.29,15
26,3,4,4,4,2,2012,4,1,59,1,1,2,3347,0.775833333,0.207777778,0.508333333,0,0.163333333,1.5,0.54,15
26,3,3,4,4,2,2012,4,1,59,1,1,2,4309,1.170555556,0.368888889,0.435277778,0,0.216944444,2.5,0.75,17
31,1,1,0,4,2,2012,4,1,32,0,1,0,3032,0.751388889,0.208055556,0.5825,1,0.280833333,3.0,0.63,9
31,1,1,0,4,2,2012,4,1,32,0,1,0,3032,0.754722222,0.21,0.609722222,1,0.238333333,3.0,0.61,10
31,0,3,0,4,2,2012,4,1,32,0,1,0,2099,0.488333333,0.188611111,0.3375,0,0.139722222,1.5,0.34,11
31,0,4,0,4,2,2012,4,1,32,0,1,0,157,0.061666667,0.060833333,0.064444444,0,0.001111111,1.5,0.0,13
31,0,3,0,4,2,2012,4,1,32,0,1,0,2099,0.491111111,0.178611111,0.301944444,0,0.168611111,1.5,0.44,14
31,0,3,0,4,2,2012,4,1,36,1,0,0,2099,0.488333333,0.188611111,0.3375,0,0.139722222,1.5,0.34,11
31,0,4,0,4,2,2012,4,1,36,1,0,0,157,0.061666667,0.060833333,0.064444444,0,0.001111111,1.5,0.0,13
31,0,3,0,4,2,2012,4,1,36,1,0,0,2099,0.491111111,0.178611111,0.301944444,0,0.168611111,1.5,0.44,14
42,3,0,1,4,2,2012,4,2,48,0,1,2,10081,2.341388889,0.663611111,1.016388889,2,0.460833333,4.5,1.37,6
42,3,0,1,4,2,2012,4,2,48,0,1,2,10081,2.417777778,0.815,0.818888889,2,0.588055556,5.9,1.48,16
42,3,0,1,4,2,2012,4,2,46,1,1,2,7757,1.995833333,0.567777778,1.130555556,2,0.465277778,4.5,1.21,9
42,3,0,1,4,2,2012,4,2,46,1,1,2,3479,0.825555556,0.228333333,0.500833333,0,0.206944444,1.5,0.57,11
42,3,0,1,4,2,2012,4,2,46,1,1,2,2216,0.549444444,0.158333333,0.334722222,0,0.168888889,1.5,0.4,13
42,3,0,1,4,2,2012,4,2,46,1,1,2,5206,1.523055556,0.453055556,0.795833333,1,0.361111111,3.4,0.93,14
42,3,0,1,4,2,2012,4,2,46,1,1,2,2995,0.760833333,0.219444444,0.475,0,0.198611111,1.5,0.51,15
42,3,0,1,4,2,2012,4,2,46,1,1,2,13407,3.195833333,0.979166667,1.458611111,2,0.605,4.5,1.88,19
42,3,0,1,0,0,2012,4,2,17,0,0,2,10081,2.341388889,0.663611111,1.016388889,2,0.460833333,0.0,1.37,6
42,3,0,1,0,0,2012,4,2,17,0,0,2,10081,2.417777778,0.815,0.818888889,2,0.588055556,1.45,1.48,16
42,0,3,1,0,0,2012,4,2,17,0,0,2,2350,0.584166667,0.216388889,0.210833333,0,0.140833333,0.0,0.37,18
42,0,3,1,0,0,2012,4,2,17,0,0,2,2350,0.5825,0.210277778,0.218611111,0,0.143888889,0.0,0.37,19
42,2,3,1,1,0,2012,4,2,13,1,0,2,1516,0.373888889,0.1225,0.222777778,0,0.085833333,0.0,0.22,10
42,2,4,1,1,0,2012,4,2,13,1,0,2,3871,0.933055556,0.316111111,0.411944444,0,0.216944444,0.0,0.58,12
42,2,4,1,1,0,2012,4,2,13,1,0,2,1713,0.457777778,0.18,0.2325,0,0.160833333,0.0,0.36,17
42,3,3,1,1,0,2012,4,2,13,1,0,2,1201,0.366388889,0.124722222,0.191666667,0,0.0675,0.0,0.2,21
49,2,1,0,4,2,2012,4,2,50,0,0,0,3763,0.960277778,0.298888889,0.43,0,0.201111111,1.5,0.67,5
49,2,1,0,4,2,2012,4,2,50,0,0,0,3763,0.940277778,0.2775,0.510277778,0,0.236666667,1.5,0.67,10
49,0,1,0,4,2,2012,4,2,47,1,0,0,1315,0.420555556,0.133055556,0.269722222,0,0.089444444,1.5,0.27,5
49,0,1,0,4,2,2012,4,2,47,1,0,0,1315,0.417777778,0.117777778,0.228333333,0,0.156111111,1.5,0.36,14
49,0,1,0,4,2,2012,4,2,22,1,1,0,1315,0.420555556,0.133055556,0.229444444,0,0.111111111,1.5,0.29,7
49,0,1,0,4,2,2012,4,2,22,1,1,0,1315,0.417777778,0.117777778,0.32,0,0.136388889,1.5,0.34,20
49,2,2,0,1,0,2012,4,2,12,1,0,0,3634,0.929166667,0.304444444,0.369722222,0,0.238611111,0.85,0.66,7
49,2,2,0,1,0,2012,4,2,12,1,0,0,3634,0.901666667,0.255833333,0.500833333,0,0.246666667,0.0,0.63,15
81,0,3,4,4,2,2012,4,5,50,0,1,2,776,0.375833333,0.103333333,0.262222222,0,0.025,1.5,0.08,14
81,0,3,4,4,2,2012,4,5,50,0,1,2,776,0.3825,0.114722222,0.204166667,0,0.025277778,1.5,0.08,15
81,3,3,4,4,2,2012,4,5,43,1,1,2,1772,0.474166667,0.163055556,0.186944444,0,0.115,1.5,0.33,11
81,3,3,4,4,2,2012,4,5,43,1,1,2,1772,0.457777778,0.136111111,0.183055556,0,0.091111111,1.5,0.3,13
81,3,2,4,4,2,2012,4,5,43,1,1,2,3197,0.814444444,0.221111111,0.609166667,1,0.293888889,3.0,0.83,16
81,3,2,4,4,2,2012,4,5,43,1,1,2,3197,0.814444444,0.221111111,0.49,1,0.231666667,3.0,0.76,19
81,3,3,4,1,0,2012,4,5,13,1,0,2,3197,0.814444444,0.221111111,0.609166667,1,0.293888889,0.0,0.83,16
81,0,3,4,1,0,2012,4,5,11,0,0,2,776,0.375833333,0.103333333,0.262222222,0,0.025,0.0,0.08,14
81,0,3,4,1,0,2012,4,5,11,0,0,2,776,0.3825,0.114722222,0.204166667,0,0.025277778,0.0,0.08,15
81,0,3,4,3,0,2012,4,5,9,0,0,2,776,0.375833333,0.103333333,0.262222222,0,0.025,0.0,0.08,14
81,0,3,4,3,0,2012,4,5,9,0,0,2,776,0.3825,0.114722222,0.204166667,0,0.025277778,0.0,0.08,15
95,2,3,4,4,2,2012,4,7,26,0,1,1,5023,1.188888889,0.463333333,0.550555556,1,0.338333333,3.9,0.98,9
95,0,4,4,4,2,2012,4,7,26,0,1,1,1263,0.283055556,0.116666667,0.320833333,0,0.065277778,1.5,0.21,10
95,2,4,4,4,2,2012,4,7,26,0,1,1,1752,0.431388889,0.17,0.3,0,0.191388889,2.4,0.39,12
95,0,4,4,4,2,2012,4,7,26,0,1,1,1333,0.325277778,0.128333333,0.166666667,0,0.167222222,2.4,0.34,15
95,2,4,4,4,2,2012,4,7,26,0,1,1,4117,0.934722222,0.348055556,0.208055556,0,0.400277778,2.4,0.92,17
95,0,4,4,4,2,2012,4,7,26,0,1,1,852,0.229166667,0.118333333,0.186666667,0,0.140555556,1.5,0.29,17
95,2,3,4,4,2,2012,4,7,26,0,1,1,3673,0.986944444,0.320833333,0.609166667,1,0.395,3.79,0.91,18
95,2,3,4,4,2,2012,4,7,25,1,1,1,5023,1.188888889,0.463333333,0.550555556,1,0.338333333,3.9,0.98,9
95,0,4,4,4,2,2012,4,7,25,1,1,1,1263,0.283055556,0.116666667,0.320833333,0,0.065277778,1.5,0.21,10
95,2,4,4,4,2,2012,4,7,25,1,1,1,1752,0.431388889,0.17,0.3,0,0.191388889,2.4,0.39,12
95,0,4,4,4,2,2012,4,7,25,1,1,1,1333,0.325277778,0.128333333,0.166666667,0,0.167222222,2.4,0.34,15
95,2,4,4,4,2,2012,4,7,25,1,1,1,4117,0.934722222,0.348055556,0.208055556,0,0.400277778,2.4,0.92,17
95,0,4,4,4,2,2012,4,7,25,1,1,1,852,0.229166667,0.118333333,0.186666667,0,0.140555556,1.5,0.29,17
95,2,3,4,4,2,2012,4,7,25,1,1,1,3673,0.986944444,0.320833333,0.609166667,1,0.395,3.79,0.91,18
97,3,1,4,4,2,2012,4,7,47,0,1,2,2174,0.496666667,0.128611111,0.443888889,1,0.136666667,3.0,0.43,8
97,3,1,4,4,2,2012,4,7,47,0,1,2,2174,0.499722222,0.129444444,0.430277778,0,0.185833333,1.5,0.51,17
97,3,3,4,4,2,2012,4,7,45,1,1,2,2696,0.616944444,0.162222222,0.419444444,0,0.188888889,1.5,0.51,10
97,3,3,4,4,2,2012,4,7,45,1,1,2,2696,0.6175,0.156666667,0.426944444,0,0.1975,1.5,0.54,13
97,3,3,4,0,0,2012,4,7,17,1,0,2,2696,0.616944444,0.162222222,0.419444444,0,0.188888889,0.0,0.51,10
97,3,3,4,0,0,2012,4,7,17,1,0,2,2696,0.6175,0.156666667,0.426944444,0,0.1975,0.0,0.54,13
97,3,3,4,3,0,2012,4,7,10,1,0,2,2696,0.616944444,0.162222222,0.419444444,0,0.188888889,0.0,0.51,10
97,3,3,4,3,0,2012,4,7,10,1,0,2,2696,0.6175,0.156666667,0.426944444,0,0.1975,0.0,0.54,13
97,3,3,4,3,0,2012,4,7,8,0,0,2,2696,0.616944444,0.162222222,0.419444444,0,0.188888889,0.0,0.51,10
97,3,3,4,3,0,2012,4,7,8,0,0,2,2696,0.6175,0.156666667,0.426944444,0,0.1975,0.0,0.54,13
99,3,3,4,4,2,2012,4,1,44,1,1,1,8415,2.119166667,0.610833333,0.670833333,1,0.483333333,3.0,1.51,11
99,2,4,4,4,2,2012,4,1,44,1,1,1,3718,0.899722222,0.273055556,0.449722222,0,0.244166667,1.5,0.67,13
99,2,4,4,4,2,2012,4,1,44,1,1,1,3792,0.915,0.282777778,0.402222222,0,0.25,2.1,0.68,15
99,3,3,4,4,2,2012,4,1,44,1,1,1,8415,2.096111111,0.588333333,0.708611111,1,0.618611111,3.0,1.66,16
99,3,3,4,1,0,2012,4,1,14,1,0,1,8415,2.119166667,0.610833333,0.670833333,1,0.483333333,0.75,1.51,11
99,2,4,4,1,0,2012,4,1,14,1,0,1,3718,0.899722222,0.273055556,0.449722222,0,0.244166667,0.0,0.67,13
99,2,4,4,1,0,2012,4,1,14,1,0,1,3792,0.915,0.282777778,0.402222222,0,0.25,0.75,0.68,15
99,3,3,4,1,0,2012,4,1,14,1,0,1,8415,2.096111111,0.588333333,0.708611111,1,0.618333333,0.75,1.66,16
99,3,3,4,3,0,2012,4,1,9,0,0,1,8415,2.119166667,0.610833333,0.670833333,1,0.483333333,0.0,1.51,11
99,2,4,4,3,0,2012,4,1,9,0,0,1,3718,0.899722222,0.273055556,0.449722222,0,0.244166667,0.0,0.67,13
99,2,4,4,3,0,2012,4,1,9,0,0,1,3792,0.915,0.282777778,0.402222222,0,0.25,0.0,0.68,15
99,3,3,4,3,0,2012,4,1,9,0,0,1,8415,2.096111111,0.588333333,0.708611111,1,0.618333333,0.0,1.66,16
122,3,3,4,4,2,2012,4,2,43,1,1,2,1692,0.413888889,0.13,0.257777778,0,0.123611111,1.5,0.31,10
122,3,3,4,4,2,2012,4,2,43,1,1,2,1692,0.403888889,0.129444444,0.196111111,0,0.122222222,1.5,0.31,12
122,3,0,4,4,2,2012,4,2,43,1,1,2,6096,1.545277778,0.515555556,0.7875,0,0.400833333,1.5,1.22,22
122,3,3,4,4,2,2012,4,2,27,0,1,2,1722,0.471666667,0.196666667,0.271111111,0,0.074722222,1.5,0.28,9
122,3,4,4,4,2,2012,4,2,27,0,1,2,4184,0.9625,0.288611111,0.457222222,1,0.29,3.0,1.01,13
122,3,4,4,4,2,2012,4,2,27,0,1,2,371,0.122777778,0.039166667,0.085555556,0,0.039166667,1.5,0.1,19
122,3,3,4,4,2,2012,4,2,27,0,1,2,4366,1.150833333,0.353611111,0.653888889,1,0.278055556,3.0,0.89,20
122,3,3,4,4,2,2012,4,2,27,0,1,2,4036,1.030277778,0.298888889,0.636111111,1,0.258055556,3.0,0.85,22
122,0,3,4,3,0,2012,4,2,8,1,0,2,693,0.226111111,0.098055556,0.137777778,0,0.068888889,0.0,0.16,12
126,3,3,4,4,2,2012,4,2,49,0,1,1,2532,0.575,0.198611111,0.328611111,0,0.124166667,1.5,0.4,10
126,3,3,4,4,2,2012,4,2,49,0,1,1,2532,0.567222222,0.185,0.370555556,1,0.140277778,3.0,0.43,12
126,0,3,4,4,2,2012,4,2,49,0,1,1,813,0.232222222,0.084722222,0.159444444,0,0.053055556,1.5,0.16,16
126,0,3,4,4,2,2012,4,2,49,0,1,1,813,0.239444444,0.066944444,0.170833333,0,0.046388889,1.5,0.15,16
126,3,3,4,4,2,2012,4,2,50,1,1,1,2532,0.575,0.198611111,0.328611111,0,0.124166667,1.5,0.4,10
126,3,3,4,4,2,2012,4,2,50,1,1,1,2532,0.567222222,0.185,0.370555556,1,0.140277778,3.0,0.43,12
126,3,1,4,4,2,2012,4,2,24,0,0,1,1818,0.510277778,0.163611111,0.351944444,0,0.117222222,1.5,0.37,12
126,3,1,4,4,2,2012,4,2,24,0,0,1,1818,0.502777778,0.182222222,0.466666667,0,0.124722222,1.5,0.4,21
126,3,3,4,2,1,2012,4,2,18,0,0,1,2532,0.575,0.198611111,0.328611111,0,0.124166667,0.75,0.4,10
126,3,3,4,2,1,2012,4,2,18,0,0,1,2532,0.567222222,0.185,0.370555556,1,0.140277778,1.5,0.43,12
129,3,1,1,4,2,2012,4,2,46,0,1,1,4426,1.101944444,0.371666667,0.623888889,1,0.3125,3.6,0.74,7
129,3,0,1,4,2,2012,4,2,46,0,1,1,1268,0.288333333,0.0625,0.210555556,0,0.065555556,1.5,0.18,13
129,3,0,1,4,2,2012,4,2,46,0,1,1,1268,0.303333333,0.1125,0.183888889,0,0.075833333,1.5,0.2,14
129,3,1,1,4,2,2012,4,2,46,0,1,1,4426,1.078611111,0.384166667,0.820277778,2,0.297777778,4.5,0.78,19
129,0,3,1,4,2,2012,4,2,18,1,0,1,1121,0.282777778,0.086944444,0.1775,0,0.08,1.5,0.19,11
129,0,3,1,4,2,2012,4,2,18,1,0,1,1121,0.313333333,0.095,0.211666667,0,0.076111111,1.5,0.19,11
129,0,3,1,4,2,2012,4,2,18,1,0,1,1198,0.383611111,0.157777778,0.304166667,0,0.135555556,1.5,0.3,12
129,0,3,1,4,2,2012,4,2,18,1,0,1,1198,0.393888889,0.121388889,0.335,0,0.110277778,1.5,0.24,12
140,3,1,0,4,2,2012,4,3,57,1,1,2,7712,1.944166667,0.528055556,0.680277778,1,0.448333333,4.4,1.23,7
140,3,0,0,4,2,2012,4,3,57,1,1,2,4813,1.3,0.429722222,0.753055556,0,0.384444444,1.5,0.98,8
140,3,0,0,4,2,2012,4,3,57,1,1,2,644,0.162777778,0.073055556,0.148611111,0,0.104722222,1.5,0.35,11
140,3,0,0,4,2,2012,4,3,57,1,1,2,4945,1.354444444,0.462222222,0.701666667,0,0.381388889,1.5,1.08,13
140,3,4,0,4,2,2012,4,3,57,1,1,2,3823,1.053333333,0.366944444,0.754722222,0,0.304722222,1.5,0.79,16
140,3,3,0,4,2,2012,4,3,57,1,1,2,6005,1.3875,0.398333333,0.6825,1,0.2575,4.4,0.84,17
140,2,0,1,3,0,2012,4,3,63,0,1,2,15797,3.604166667,1.113888889,0.608055556,0,0.726666667,0.0,12.5,12
140,2,0,1,3,0,2012,4,3,63,0,1,2,15797,3.611388889,1.126944444,0.538888889,0,0.907777778,0.0,12.67,16
140,2,3,1,0,0,2012,4,3,17,1,0,2,4587,1.125,0.296944444,0.411944444,1,0.231111111,1.05,0.67,22
141,2,0,4,4,2,2012,4,3,34,0,1,1,13316,3.084166667,0.983055556,0.771111111,1,0.843333333,2.8,12.93,12
141,2,0,4,4,2,2012,4,3,34,0,1,1,2341,0.6025,0.251388889,0.302222222,0,0.337222222,2.4,11.22,14
141,2,0,4,4,2,2012,4,3,34,0,1,1,11689,2.714444444,0.846944444,0.584166667,0,0.797777778,3.9,12.65,16
141,3,3,4,3,0,2012,4,3,72,0,1,1,2301,0.590833333,0.206388889,0.2725,0,0.120555556,0.0,0.38,6
141,3,3,4,3,0,2012,4,3,72,0,1,1,2301,0.57,0.178333333,0.280555556,0,0.121388889,0.0,0.38,6
141,3,3,4,3,0,2012,4,3,72,0,1,1,2301,0.590833333,0.206388889,0.320833333,0,0.148888889,0.0,0.41,13
141,3,3,4,3,0,2012,4,3,72,0,1,1,2301,0.57,0.178333333,0.340277778,0,0.138888889,0.0,0.4,13
141,3,3,4,3,0,2012,4,3,72,0,1,1,2301,0.590833333,0.206388889,0.373611111,0,0.149444444,0.0,0.41,20
141,3,3,4,3,0,2012,4,3,72,0,1,1,2301,0.57,0.178333333,0.325277778,0,0.131388889,0.0,0.39,20
144,2,3,4,3,0,2012,4,3,64,0,1,1,3787,0.922777778,0.308333333,0.335555556,0,0.227777778,0.0,0.7,11
144,2,3,4,3,0,2012,4,3,64,0,1,1,3787,0.923055556,0.266944444,0.338888889,0,0.2,0.0,0.63,13
144,2,3,4,3,0,2012,4,3,64,0,1,1,3787,0.922777778,0.308333333,0.335555556,0,0.227777778,0.0,0.7,14
144,2,3,4,3,0,2012,4,3,64,0,1,1,3787,0.923055556,0.266944444,0.372222222,0,0.216111111,0.0,0.65,16
144,2,3,4,3,0,2012,4,3,64,0,1,1,3787,0.922777778,0.308333333,0.338611111,0,0.249444444,0.0,0.72,18
144,2,3,4,3,0,2012,4,3,64,0,1,1,3787,0.923055556,0.266944444,0.355555556,0,0.186111111,0.0,0.61,21
144,2,3,4,3,0,2012,4,3,70,1,1,1,4800,1.176111111,0.394166667,0.344722222,0,0.345277778,0.0,11.42,11
144,2,3,4,3,0,2012,4,3,70,1,1,1,4800,1.174444444,0.392777778,0.348333333,0,0.367777778,0.0,11.42,14
152,3,3,4,4,0,2012,4,4,35,0,1,1,1822,0.460555556,0.141666667,0.245555556,0,0.1725,0.0,0.42,14
152,3,3,4,4,0,2012,4,4,35,0,1,1,1822,0.463611111,0.164444444,0.3575,0,0.228333333,0.0,0.47,15
152,3,3,4,4,0,2012,4,4,35,0,1,1,29701,6.5625,2.231388889,1.405,2,1.448888889,5.09,15.38,18
152,2,3,4,4,0,2012,4,4,20,0,0,1,6716,1.560555556,0.451111111,0.594444444,1,0.390833333,1.5,2.1,11
152,2,3,4,4,0,2012,4,4,20,0,0,1,6716,1.566111111,0.452777778,0.592777778,1,0.461944444,1.5,1.17,13
152,3,3,4,4,0,2012,4,4,20,0,0,1,1822,0.460555556,0.141666667,0.245555556,0,0.1725,0.0,0.42,14
152,3,3,4,4,0,2012,4,4,20,0,0,1,1822,0.463611111,0.164444444,0.3575,0,0.228333333,0.0,0.47,15
152,3,3,4,4,0,2012,4,4,20,0,0,1,29701,6.5625,2.231388889,1.405,2,1.448888889,5.09,15.38,18
152,2,1,4,4,0,2012,4,4,35,1,1,1,7137,1.674166667,0.652777778,0.453611111,1,0.638888889,2.9,12.04,7
152,2,1,4,4,0,2012,4,4,35,1,1,1,7137,1.642777778,0.654722222,0.4675,1,0.631666667,2.4,1.42,15
152,3,3,4,4,0,2012,4,4,35,1,1,1,29701,6.5625,2.231388889,1.405,2,1.448888889,5.09,15.38,18
152,3,3,4,1,0,2012,4,4,13,0,0,1,1822,0.460555556,0.141666667,0.245555556,0,0.1725,0.0,0.42,14
152,3,3,4,1,0,2012,4,4,13,0,0,1,1822,0.463611111,0.164444444,0.3575,0,0.228333333,0.0,0.47,15
152,3,3,4,1,0,2012,4,4,13,0,0,1,29701,6.5625,2.231388889,1.405,2,1.448888889,0.85,15.38,18
152,3,3,4,3,0,2012,4,4,9,1,0,1,1822,0.460555556,0.141666667,0.245555556,0,0.1725,0.0,0.42,14
152,3,3,4,3,0,2012,4,4,9,1,0,1,1822,0.463611111,0.164444444,0.3575,0,0.228333333,0.0,0.47,15
152,3,3,4,3,0,2012,4,4,9,1,0,1,29701,6.5625,2.231388889,1.405,2,1.448888889,0.0,15.38,18
179,3,1,4,4,2,2012,4,5,27,0,1,1,14667,3.648888889,1.086666667,1.005,1,0.816388889,2.9,2.64,8
